country,type,party_abbreviation,party_native,party_english,partyfacts_id,election_years,party_id,dup
SVK,parliament,KSS,Komunisticka strana Slovenska,Communist Party of Slovakia,340,2006,SVK-KSS,FALSE
SVK,parliament,LS-HZDS,Ludova strana - Hnutie za demokraticke Slovensko,People's Party – Movement for a Democratic Slovakia,560,"2006, 2010",SVK-LS-HZDS,FALSE
SVK,parliament,LSNS,Ludova strana Nase Slovensko,People's Party Our Slovakia,656,"2010, 2012, 2016,
2020",SVK-LSNS,FALSE
SVK,parliament,MOST-HID,MOST-HID,Most-Hid,258,"2010, 2012, 2016,
2020",SVK-MOST-HID,FALSE
SVK,parliament,OLANO,Obycajni Ludia a Nezavisle Osobnosti,Ordinary People and Independents,2130,"2012, 2016, 2020",SVK-OLANO,FALSE
SVK,parliament,SAS,Sloboda a Solidarita,Freedom and Solidarity,1386,"2010, 2012, 2016,
2020",SVK-SAS,FALSE
SVK,parliament,SDKU/DS,Slovenska demokraticka a krestanska unia - Demokraticka strana,Slovak Democratic and Christian Union – Democratic Party,1617,"2006, 2010, 2012",SVK-SDKU/DS,FALSE
SVK,parliament,SDL,Strana demokratickej lavice,Party of the Democratic Left (2005),2131,2010,SVK-SDL,FALSE
SVK,parliament,SF,Slobodne forum,Free Forum,137,2006,SVK-SF,FALSE
SVK,parliament,SIET,Siet,Network,4872,2016,SVK-SIET,FALSE
SVK,parliament,SME,Sme Rodina - Boris Kollar,We are family – Boris Kollar,4873,"2016, 2020",SVK-SME,FALSE
SVK,parliament,SMER,Smer - socialna demokracia,Direction – Social Democracy,311,"2006, 2010, 2012,
2016, 2020",SVK-SMER,FALSE
SVK,parliament,SMK-MKP,Strana madarskej koalicie / Strana madarskej komunity,Party of the Hungarian Coalition / Party of the Hungarian Community,349,"2006, 2010, 2012,
2016",SVK-SMK-MKP,FALSE
SVK,parliament,SNS,Slovenska narodna strana,Slovak National Party,730,"2006, 2010, 2012,
2016, 2020",SVK-SNS,FALSE
SVK,parliament,SPOLU,Spolu - obcianska demokracia,Together – Civic Democracy,8177,2020,SVK-SPOLU,FALSE
SVK,ep,"HZD, LU",Hnutie za demokraciu,Movement for Democracy,2133,2004,"SVK-HZD, LU",FALSE
SVK,ep,"KDS, OKS",Obcianska konzervativna strana,Civic Conservative Party,665,2009,"SVK-KDS, OKS",FALSE
SVK,ep,,Spolu - obcianska demokracia,Together - Civic Democracy,8177,2019,SVK-Koalicia Progresivne Slovensko a SPOLU - obcianska demokracia,FALSE
SVK,ep,,Ludova strana Nase Slovensko,People's Party Our Slovakia,656,2019,"SVK-Kotleba - Ludova strana Nase
Slovensko",FALSE
SVK,ep,Krestanska unia,Krestanska unia,Christian Union,7360,2019,SVK-Krestanska unia,FALSE
SVK,ep,,Krestanskodemokra ticke hnutie,Christian Democratic Movement,63,2019,SVK-Krestanskodemokra ticke hnutie,FALSE
SVK,ep,MS,Magnificat Slovakia,Beautiful Slovakia,3221,2014,SVK-MS,FALSE
SVK,ep,NAS-NS,Narod a Spravodlivost - nasa strana,Nation and Justice- Our Party,2132,2014,SVK-NAS-NS,FALSE
SVK,ep,NOVA-KDS-OKS,Nova vacsina,New Majority,6686,2014,SVK-NOVA-KDS-OKS,FALSE
SVK,ep,,Obycajni Ludia a Nezavisle Osobnosti,Ordinary People and Independents,2130,2019,"SVK-OBYCAJNI LUDIA a
nezavisle osobnosti (OLANO)",FALSE
SVK,ep,OKS,Obcianska konzervativna strana,Civic Conservative Party,665,2004,SVK-OKS,FALSE
SVK,ep,,Obycajni Ludia a Nezavisle Osobnosti,Ordinary People and Independents,2130,2014,SVK-OLANO-NOVA-KU- ZMENA ZDOLA,FALSE
SVK,ep,PRAVO,"Pravo a
spravodlivost",Law and Justice,3208,2014,SVK-PRAVO,FALSE
SVK,ep,SaS,Sloboda a Solidarita,Freedom and Solidarity,1386,2009,SVK-SaS,FALSE
SVK,ep,SDKU,"Slovenska demokraticka a krestanska unia -
Demokraticka strana","Slovak Democratic and Christian Union
- Democratic Party",1617,2004,SVK-SDKU,FALSE
SVK,ep,SDKU-DS,Slovenska demokraticka a krestanska unia - Demokraticka strana,"Slovak Democratic and Christian Union
- Democratic Party",1617,"2009, 2014",SVK-SDKU-DS,FALSE
SVK,ep,Sloboda a Solidarita,Sloboda a Solidarita,"Freedom and
Solidarity",1386,2019,SVK-Sloboda a Solidarita,FALSE
SVK,ep,Slovenska narodna strana,Slovenska narodna strana,Slovak National Party,730,2019,SVK-Slovenska narodna strana,FALSE
SVK,ep,,Sme Rodina - Boris Kollar,We are family - Boris Kollar,4873,2019,"SVK-SME RODINA - Boris
Kollar",FALSE
SVK,ep,,Smer - socialna demokracia,Direction - Social Democracy,311,2019,SVK-SMER - socialna demokracia,FALSE
SVK,ep,"SNS, P SNS",Slovenska narodna strana,Slovak National Party,730,2004,"SVK-SNS, P SNS",FALSE
SVK,ep,,Strana madarskej koalicie / Strana madarskej komunity,"Party of the Hungarian Coalition
/ Party of the Hungarian Community",349,2019,SVK-Strana madarskej komunity - Magyar Kozosseg Partja,FALSE
SVK,ep,SZ,Strana zelenych,Green Party (1992),5849,2009,SVK-SZ,FALSE
SVK,ep,TIP,Strana TIP - Tvorime inu politiku,"TIP Party - We create another
policy",3222,2014,SVK-TIP,FALSE
SVN,parliament,AS,Aktivna Slovenija,Active Slovenia,1302,2004,SVN-AS,FALSE
SVN,parliament,DD,Dobra Drzava,Good Country,6133,2018,SVN-DD,FALSE
SVN,parliament,DESUS,Demokraticna stranka upokojencev Slovenije,Democratic Party of Retired People of Slovenia,467,"2004, 2008, 2011,
2014, 2018",SVN-DESUS,FALSE
SVN,parliament,GPS,Zeleni Slovenije,Greens of Slovenia,1494,2018,SVN-GPS,FALSE
SVN,parliament,LDS,Liberalna demokracija Slovenije,Liberal Democracy of Slovenia,975,"2004, 2008, 2011",SVN-LDS,FALSE
SVN,parliament,LEVICA,Zdruzena levica,United Left,4714,"2014, 2018",SVN-LEVICA,FALSE
SVN,parliament,LGV,Drzavljanska lista,Civic List,98,2011,SVN-LGV,FALSE
SVN,parliament,LIPA,Stranka Lipa,Party Lime Tree,881,2008,SVN-LIPA,FALSE
SVN,parliament,LMS,Lista Marjana Sarca,List of Marjan Sarec,6132,2018,SVN-LMS,FALSE
SVN,parliament,LZJPS,Lista Zorana Jankovica - Pozitivna Slovenija,"Zoran Jankovic's List
– Positive Slovenia",1773,"2011, 2014",SVN-LZJPS,FALSE
SVN,parliament,NSI,Nova Slovenija - Krscanska ljudska stranka,New Slovenia -- Christian People's Party,1618,"2004, 2008, 2011,
2014, 2018",SVN-NSI,FALSE
SVN,parliament,PIRATE,Piratska stranka Slovenije,Slovenian Pirate Party,3099,"2014, 2018",SVN-PIRATE,FALSE
SVN,parliament,SD,Socialni demokrati / Zdruzena lista socialnih demokratov,Social Democrats / United List of Social Democrats,1403,"2004, 2008, 2011,
2014, 2018",SVN-SD,FALSE
SVN,parliament,SDS,Slovenska demokratska stranka,Slovenian Democratic Party,472,"2004, 2008, 2011,
2014, 2018",SVN-SDS,FALSE
SVN,parliament,SJN,Slovenija je nasa,Slovenia is Ours,740,2004,SVN-SJN,FALSE
SVN,parliament,SLS,Slovenska ljudska stranka,Slovenian People's Party,764,"2004, 2011, 2014,
2018, 2008",SVN-SLS,FALSE
SVN,parliament,SMC,"Stranka Mira Cerarja
/ Stranka modernega centra",Party of Miro Cerar / Modern Center Party,3098,"2014, 2018",SVN-SMC,FALSE
SVN,parliament,SMS-ZELENI,Stranka mladih Slovenije,Youth Party of Slovenia,1401,2004,SVN-SMS-ZELENI,FALSE
SVN,parliament,SNS,Slovenska nacionalna stranka,Slovenian National Party,96,"2004, 2008, 2011,
2014, 2018",SVN-SNS,FALSE
SVN,parliament,TRS,Stranka za trajnostni razvoj Slovenije,Party for Sustainable Development of Slovenia,1015,2011,SVN-TRS,FALSE
SVN,parliament,ZAAB,Zaveznistvo Alenke Bratusek / Stranka Alenke Bratusek,Alliance of Alenka Bratusek / Party of Alenka Bratušek,3114,"2014, 2018",SVN-ZAAB,FALSE
SVN,parliament,ZARES,Zares,For Real,474,2008,SVN-ZARES,FALSE
SVN,ep,DL,Drzavljanska lista,Civic List,98,2014,SVN-DL,FALSE
SVN,ep,DOM,Domovinska liga,Patriotic League,7362,2019,SVN-DOM,FALSE
SVN,ep,GZS,Glas zensk Slovenije,"Voice of Slovenian
women",1039,2004,SVN-GZS,FALSE
SVN,ep,MARJANA,Lista Marjana Sarca,List of Marjan Sarec,6132,2019,SVN-MARJANA,FALSE
SVN,ep,N.SI,Nova Slovenija - Krscanska ljudska stranka,New Slovenia - Christian People's Party,1618,"2004, 2009, 2014,
2019",SVN-N.SI,FALSE
SVN,ep,PIRATSKA STRANKA,Piratska stranka Slovenije,Slovenian Pirate Party,3099,2014,SVN-PIRATSKA STRANKA,FALSE
SVN,ep,POVEZIMO,Povezimo se,Connect,7363,2019,SVN-POVEZIMO,FALSE
SVN,ep,PS,Lista Zorana Jankovica - Pozitivna Slovenija,"Zoran Jankovic's List
- Positive Slovenia",1773,2014,SVN-PS,FALSE
SVN,ep,SAB,"Zaveznistvo Alenke Bratusek / Stranka
Alenke Bratusek","Alliance of Alenka Bratusek / Party of
Alenka Bratusek",3114,2019,SVN-SAB,FALSE
SVN,ep,SANJSKA SLUZBA,Sanjska sluzba,Dream Job,3204,2014,SVN-SANJSKA SLUZBA,FALSE
SVN,ep,SMS,Stranka mladih Slovenije,Youth Party of Slovenia,1401,"2004, 2009",SVN-SMS,FALSE
SVN,ep,SOLIDARNOST,Solidarnost,Solidarity,3220,2014,SVN-SOLIDARNOST,FALSE
SVN,ep,VERJAMEM,Verjamem,I Believe,3205,2014,SVN-VERJAMEM,FALSE
SVN,ep,ZDRUZENA LEVICA,Levica,The Left,6131,2014,SVN-ZDRUZENA LEVICA,FALSE
SVN,ep,ZELENI,Zeleni Slovenije,Greens of Slovenia,1494,2019,SVN-ZELENI,FALSE
SVN,ep,ZLSD,Socialni demokrati / Zdruzena lista socialnih demokratov,Social Democrats / United List of Social Democrats,1403,2004,SVN-ZLSD,FALSE
ESP,parliament,AMAIUR,Amaiur,Amaiur,1671,2011,ESP-AMAIUR,FALSE
ESP,parliament,BNG,Bloque Nacionalista Galego,Galician Nationalist Block,1011,2000,ESP-BNG,FALSE
ESP,parliament,CC,Coalicion Canaria,Canary Coalition,81,2000,ESP-CC,FALSE
ESP,parliament,CDC,Convergencia Democratica de Catalunya,Democratic Convergence of Catalonia,4795,2016,ESP-CDC,FALSE
ESP,parliament,CIU,Convergencia i Unio,Convergence and Unity,139,"1993, 1996, 2000,
2004, 2008, 2011",ESP-CIU,FALSE
ESP,parliament,CS,Ciudadanos - Partido de la Ciudadania,Citizens -- Party of the Citizenry,3217,2019,ESP-CS,FALSE
ESP,parliament,EAJ_PNV,Partido Nacionalista Vasco - Euzko Alderdi Jeltzalea,Basque Nationalist Party,1637,"1993, 1996, 2000,
2004, 2008, 2011",ESP-EAJ_PNV,FALSE
ESP,parliament,ECP,En Comu Podem,In Common We Can,8031,"2016, 2015",ESP-ECP,FALSE
ESP,parliament,EH BILDU,Euskal Herria Bildu / Reunir Euskal Herria,Basque Country Unite,5668,2019,ESP-EH BILDU,FALSE
ESP,parliament,ERC,Esquerra Republicana de Catalunya,Republican Left of Catalonia,848,"2004, 2008, 2011",ESP-ERC,FALSE
ESP,parliament,IU,Izquierda Unida,United Left,247,"1993, 1996, 2000,
2004, 2008, 2011",ESP-IU,FALSE
ESP,parliament,JXCAT-JUNTS,Junts per Catalunya,Together for Catalonia,7421,2019,ESP-JXCAT-JUNTS,FALSE
ESP,parliament,PODEMOS,Podemos,We Can,3203,2015,ESP-PODEMOS,FALSE
ESP,parliament,PP,Alianza-Partido Popular / Partido Popular,People's Alliance- Party / People's Party,441,"1993, 1996, 2000,
2004, 2008, 2011,
2015, 2016, 2019",ESP-PP,FALSE
ESP,parliament,PSOE,Partido Socialista Obrero Espanol,Spanish Socialist Workers Party,1338,"1993, 1996, 2000,
2004, 2008, 2011,
2015, 2016, 2019",ESP-PSOE,FALSE
ESP,parliament,UPYD,Union Progreso y Democracia,"Union, Progress and Democracy",55,2011,ESP-UPYD,FALSE
ESP,parliament,VOX,Vox,Voice,3218,2019,ESP-VOX,FALSE
ESP,ep,AHORA REPUBLICAS,"Esquerra
Republicana de Catalunya",Republican Left of Catalonia,848,2019,ESP-AHORA REPUBLICAS,FALSE
ESP,ep,C's,Ciudadanos - Partido de la Ciudadania,Citizens - Party of the Citizenry,3217,2014,ESP-C's,FALSE
ESP,ep,CE,Ertiani Natsionaluri Modzraoba,United National Movement,,"1999, 2004",ESP-CE,FALSE
ESP,ep,CEU,Coalicion por la Europa de los Pueblos,Coalition for the Europe of the Peoples,5853,"2009, 2014, 2019",ESP-CEU,FALSE
ESP,ep,CN,Coalicion Nacionalista- Europea,European- Nationalist Coalition,2539,1994,ESP-CN,FALSE
ESP,ep,EDP-V,Europa de los Pueblos - Verdes,Europe of the People - The Greens,1643,"1999, 2004, 2009",ESP-EDP-V,FALSE
ESP,ep,EPDD,Esquerra Republicana de Catalunya,Republican Left of Catalonia,848,2014,ESP-EPDD,FALSE
ESP,ep,HB,Herri Batasuna,United People,473,1999,ESP-HB,FALSE
ESP,ep,II,"Iniciativa Internacionalista - La Solidaridad entre
los Pueblos",Internationalist Initiative - Solidarity between Peoples,1141,2009,ESP-II,FALSE
ESP,ep,JUNTS,Junts per Catalunya,"Together for
Catalonia",7421,2019,ESP-JUNTS,FALSE
ESP,ep,PACMA,Partido Animalista Contra el Maltrato Animal,Animalist Party Against Mistreatment to Animals,3219,"2014, 2019",ESP-PACMA,FALSE
ESP,ep,PODEMOS-IU,Unidas Podemos,United We Can,7656,2019,ESP-PODEMOS-IU,FALSE
ESP,ep,UPyD,Union Progreso y Democracia,"Union, Progress and Democracy",55,"2009, 2014",ESP-UPyD,FALSE
SWE,parliament,C,Centre Party,Centre Party,7415,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-C,FALSE
SWE,parliament,FP,Folkpartiet liberalerna / Liberalerna,"Liberal People's Party
/ The Liberals",1274,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-FP,FALSE
SWE,parliament,KD,Kristdemokraterna,Christian Democrats,651,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-KD,FALSE
SWE,parliament,M,Allmanna valmansforbundet / Hogern / Hogerpartiet / Moderata samlingspartiet,General Electoral League / The Right / Right Wing Party / Moderate Party,690,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-M,FALSE
SWE,parliament,MP,Miljopartiet de Grona,Greens,456,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-MP,FALSE
SWE,parliament,OTHER,other,other,1887,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-OTHER,FALSE
SWE,parliament,SAP,Socialdemokraterna / Sveriges Socialdemokratiska Arbetareparti,Social Democrats / Social Democratic Workers' Party of Sweden,487,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-SAP,FALSE
SWE,parliament,SD,Sverigedemokraterna,Sweden Democrats,409,"2010, 2014, 2018",SWE-SD,FALSE
SWE,parliament,VP,Vansterpartiet / Sveriges Komunistiska Parti,Left Party / Communist Party,830,"1991, 1994, 1998,
2002, 2006, 2010,
2014, 2018",SWE-VP,FALSE
SWE,ep,FI,Feministiskt initiativ,Feminist Initiative,1240,"2009, 2014",SWE-FI,FALSE
SWE,ep,JL,Junilistan,June List,1093,"2004, 2009",SWE-JL,FALSE
SWE,ep,PP,Piratpartiet,Pirate Party,1485,"2009, 2014",SWE-PP,FALSE
CHE,parliament,BDP,Burgerlich- Demokratische Partei (BDP) Graubunden,Conservative Democratic Party of Switzerland,1415,"2011, 2015, 2019",CHE-BDP,FALSE
CHE,parliament,CVP,Katholische Konservative / Christlichdemokratisc he Volkspartei,"Catholic Conservative
/ Christian Democratic Peoples Party",1808,"1991, 1995, 1999,
2003, 2007, 2011,
2015, 2019",CHE-CVP,FALSE
CHE,parliament,EDU,Eidgenossisch- Demokratische Union,Federal Democratic Union of Switzerland,631,"1995, 1999, 2003,
2007, 2011, 2015",CHE-EDU,FALSE
CHE,parliament,EVP,Evangelische Volkspartei der Schweiz,Protestant Peoples Party,1123,"1991, 1995, 1999,
2003, 2007, 2011,
2015, 2019",CHE-EVP,FALSE
CHE,parliament,FDP,FDP.Die Liberalen,FDP.The Liberals,1231,"1991, 1995, 1999,
2003, 2007, 2011,
2015, 2019",CHE-FDP,FALSE
CHE,parliament,FGA,Feministische und grun-alternative Gruppierungen,Feminists and Green- Alternative Groups,1201,"1991, 1995",CHE-FGA,FALSE
CHE,parliament,FPS,Auto-Partei / Freiheitspartei der Schweiz,Automobile Party / Freedom Party of Switzerland,1311,"1991, 1995",CHE-FPS,FALSE
CHE,parliament,GLP,Grunliberale Partei der Schweiz,Green Liberal Party,1759,"2007, 2011, 2015,
2019",CHE-GLP,FALSE
CHE,parliament,GPS,Grune Partei,Green Party,1006,"1991, 1995, 1999,
2003, 2007, 2011,
2015, 2019",CHE-GPS,FALSE
CHE,parliament,LDU,Landesring der Unabhangigen,Independents Alliance,1194,"1991, 1995",CHE-LDU,FALSE
CHE,parliament,LEGA,Lega dei Ticinesi,Ticino League,1661,"1991, 2015",CHE-LEGA,FALSE
CHE,parliament,LPS,Liberale Partei der Schweiz,Liberal Party of Switzerland,444,"1991, 1995, 1999,
2003, 2007",CHE-LPS,FALSE
CHE,parliament,PDA,Partei der Arbeit der Schweiz,Swiss Party of Labour,669,1995,CHE-PDA,FALSE
CHE,parliament,SD,Nationale Aktion / Schweizer Demokraten,National Action / Swiss Democrats,1819,"1991, 1995, 1999",CHE-SD,FALSE
CHE,parliament,SPBP,Sozialdemokratische Partei der Schweiz,Social Democratic Party of Switzerland,29,"1991, 1995, 1999,
2003, 2007, 2011,
2015, 2019",CHE-SPBP,FALSE
CHE,parliament,SVP,Schweizerische Volkspartei,Swiss People's Party,308,"1991, 1995, 1999,
2003, 2007, 2011,
2015, 2019",CHE-SVP,FALSE
TUR,parliament,AKP,Adalet ve Kalkinma Partisi,Justice and Development Party,306,"2002, 2007, 2011,
2015, 2018",TUR-AKP,FALSE
TUR,parliament,ANAP,Anavatan Partisi,Motherland Party,1190,2002,TUR-ANAP,FALSE
TUR,parliament,BBP,Buyuk Birlik Partisi,Great Union Party,1330,2002,TUR-BBP,FALSE
TUR,parliament,CHP,Cumhuriyet Halk Partisi,Republican Peoples Party,1060,"2002, 2007, 2011,
2015, 2018",TUR-CHP,FALSE
TUR,parliament,DEHAP,Demokratik Halk Partisi,Democratic People's Party,1355,2002,TUR-DEHAP,FALSE
TUR,parliament,DP,Demokrat Parti,Democratic Party (2007),899,2007,TUR-DP,FALSE
TUR,parliament,DSP,"Demokratik Sol
Parti","Democratic Left
Party",1740,2002,TUR-DSP,FALSE
TUR,parliament,DYP,Dogru Yol Partisi,True Path Party,351,2002,TUR-DYP,FALSE
TUR,parliament,GENC PARTI,Genc Parti,Young Party,159,"2002, 2007",TUR-GENC PARTI,FALSE
TUR,parliament,HDP,Halklarin Demokratik Partisi,Peoples' Democratic Party,6042,"2015, 2018",TUR-HDP,FALSE
TUR,parliament,IYI PARTI,Iyi Parti,Good Party,6236,2018,TUR-IYI PARTI,FALSE
TUR,parliament,MHP,Milliyetci Hareket Partisi,Nationalist Movement [Action] Party,1610,"2002, 2007, 2011,
2015, 2018",TUR-MHP,FALSE
TUR,parliament,SAADET PARTISI,Saadet Partisi,Felicity Party,572,"2002, 2007, 2011,
2018",TUR-SAADET PARTISI,FALSE
TUR,parliament,YTP,Yeni Turkiye Partisi,New Turkey Party (2002),2471,2002,TUR-YTP,FALSE
GBR,parliament,BREXIT,Brexit Party,Brexit Party,7364,2019,GBR-BREXIT,FALSE
GBR,parliament,CONSERVATIVES,Conservatives,Conservatives,1567,"1992, 1997, 2001,
2005, 2010, 2015,
2017, 2019",GBR-CONSERVATIVES,FALSE
GBR,parliament,GREENS,Green Party of England and Wales,Green Party of England and Wales,1794,"2015, 2017, 2019",GBR-GREENS,FALSE
GBR,parliament,LABOUR,Labour Party,Labour,1516,"1992, 1997, 2001,
2005, 2010, 2015,
2017, 2019",GBR-LABOUR,FALSE
GBR,parliament,LIB DEMS,Liberal Democrats,Liberal Democrats,1388,"1992, 1997, 2001,
2005, 2010, 2015,
2017, 2019",GBR-LIB DEMS,FALSE
GBR,parliament,SNP,Scottish National Party,Scottish National Party,986,"1992, 1997, 2001,
2005, 2010, 2015,
2017, 2019",GBR-SNP,FALSE
GBR,parliament,UKIP,United Kingdom Independence Party,United Kingdom Independence Party,601,"2010, 2015, 2017",GBR-UKIP,FALSE
GBR,ep,AN IND,An Independence from Europe,An Independence from Europe,3198,2014,GBR-AN IND,FALSE
GBR,ep,BNP,British National Party,British National Party,855,"2004, 2009, 2014",GBR-BNP,FALSE
GBR,ep,CON,Conservatives,Conservatives,1567,"1999, 2004, 2009,
2014, 2019",GBR-CON,FALSE
GBR,ep,GREEN,Green Party of England and Wales,Green Party of England and Wales,1794,"1999, 2004, 2009,
2014, 2019",GBR-GREEN,FALSE
GBR,ep,LAB,Labour Party,Labour,1516,"1999, 2004, 2009,
2014, 2019",GBR-LAB,FALSE
GBR,ep,LDEM,Liberal Democrats,Liberal Democrats,1388,"1999, 2004, 2009,
2014, 2019",GBR-LDEM,FALSE
GBR,ep,RESPECT,Respect - The Unity Coalition,Respect - The Unity Coalition,1082,2004,GBR-RESPECT,FALSE
GBR,ep,SNP-PC,Scottish National Party,Scottish National Party,986,"1999, 2004, 2009,
2014, 2019",GBR-SNP-PC,FALSE
